text,name,in_1764,in_1778,in_names_omitted,division,occupation_abbr,occupation,sect_abbr,sect,start_1,end_1,start_2,end_2,born,born_about,died,died_about,died_after,age,flourished,flourished_about,flourished_before,flourished_after,flourished_century,lived
Idatius d. ab. 472 H,Idatius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,442,472,402,472,,,472,TRUE,FALSE,,,,,,,
Jeffrey of Beverley d. 721 D,Jeffrey of Beverley,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,691,721,651,721,,,721,FALSE,FALSE,,,,,,,
Jehoahaz d. 839 BC,Jehoahaz,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-868,-838,-908,-838,,,-838,FALSE,FALSE,,,,,,,
Jehoiakim d. af. 597 BC,Jehoiakim,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-616,-596,-656,-586,,,-596,FALSE,TRUE,,,,,,,
Jehosaphat d. 889 BC,Jehosaphat,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-918,-888,-958,-888,,,-888,FALSE,FALSE,,,,,,,
Jehu d. 856 BC,Jehu,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-885,-855,-925,-855,,,-855,FALSE,FALSE,,,,,,,
Jenghiz Khan d. 1227. 66,Jenghiz Khan,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1161,1227,1161,1227,,,1227,FALSE,FALSE,66,,,,,,
Jeremiah d. ab. 577 BC J,Jeremiah,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,-606,-576,-646,-576,,,-576,TRUE,FALSE,,,,,,,
Jeroboam d. 954 BC,Jeroboam,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-983,-953,-1023,-953,,,-953,FALSE,FALSE,,,,,,,
Jeroboam 2d d. 783 BC,Jeroboam 2d,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-812,-782,-852,-782,,,-782,FALSE,FALSE,,,,,,,
Jerom d. 420. 78 F,Jerom,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,342,420,342,420,,,420,FALSE,FALSE,78,,,,,,
Jerom of Prague d. 1416 D,Jerom of Prague,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1386,1416,1346,1416,,,1416,FALSE,FALSE,,,,,,,
Jesus Sirac fl. 247 BC J,Jesus Sirac,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,-266,-236,-296,-216,,,,,,,-246,FALSE,FALSE,FALSE,FALSE,
Ignatius d. 108 F,Ignatius,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,78,108,38,108,,,108,FALSE,FALSE,,,,,,,
Ina of Wessex d. 727,Ina of Wessex,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,697,727,657,727,,,727,FALSE,FALSE,,,,,,,
Inachus fl. 1125 BC,Inachus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1144,-1114,-1174,-1094,,,,,,,-1124,FALSE,FALSE,FALSE,FALSE,
Inarus d. 456,Inarus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,426,456,386,456,,,456,FALSE,FALSE,,,,,,,
Ingulphus of Croyland d. 1109. 79 H,Ingulphus of Croyland,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1030,1109,1030,1109,,,1109,FALSE,FALSE,79,,,,,,
Innocent 1st d. 417 F,Innocent 1st,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,387,417,347,417,,,417,FALSE,FALSE,,,,,,,
Innocent 2d d. 1143 Po,Innocent 2d,TRUE,TRUE,FALSE,Divines and Metaphysicians,Po,Pope,,,1113,1143,1073,1143,,,1143,FALSE,FALSE,,,,,,,
Innocent 3d d. 1216 Po,Innocent 3d,TRUE,TRUE,FALSE,Divines and Metaphysicians,Po,Pope,,,1186,1216,1146,1216,,,1216,FALSE,FALSE,,,,,,,
Joachim de Calaber fl. 1200 D,Joachim de Calaber,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1180,1210,1150,1230,,,,,,,1200,FALSE,FALSE,FALSE,FALSE,
Joan D' Arc d. 1431,Joan D' Arc,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1401,1431,1361,1431,,,1431,FALSE,FALSE,,,,,,,
Joannes Becanus fl. 1350 H,Joannes Becanus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1330,1360,1300,1380,,,,,,,1350,FALSE,FALSE,FALSE,FALSE,
Joannes Hagastaldensis fl. 1180 H,Joannes Hagastaldensis,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1160,1190,1130,1210,,,,,,,1180,FALSE,FALSE,FALSE,FALSE,
Joannes Mauropus fl. 1050 P,Joannes Mauropus,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1030,1060,1000,1080,,,,,,,1050,FALSE,FALSE,FALSE,FALSE,
Joannes de Rupescissa d. ab. 1375 M,Joannes de Rupescissa,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1345,1375,1305,1375,,,1375,TRUE,FALSE,,,,,,,
Joannes Scholasticus d. ab. 580 F,Joannes Scholasticus,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,550,580,510,580,,,580,TRUE,FALSE,,,,,,,
Joash of Israel d. 823 BC,Joash of Israel,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-852,-822,-892,-822,,,-822,FALSE,FALSE,,,,,,,
Joash of Judah d. 838 BC,Joash of Judah,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-867,-837,-907,-837,,,-837,FALSE,FALSE,,,,,,,
Jochanan d. 279 BC 95 J,Jochanan,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,-373,-278,-373,-278,,,-278,FALSE,FALSE,95,,,,,,
Jochanan d. 351 BC J,Jochanan,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,-380,-350,-420,-350,,,-350,FALSE,FALSE,,,,,,,
Joel fl. 740 BC J,Joel,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,-759,-729,-789,-709,,,,,,,-739,FALSE,FALSE,FALSE,FALSE,
John of Ghent d. 1398,John of Ghent,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1368,1398,1328,1398,,,1398,FALSE,FALSE,,,,,,,
John of Portugal d. 1433. 75,John of Portugal,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1358,1433,1358,1433,,,1433,FALSE,FALSE,75,,,,,,
John Sobieski d. 1696,John Sobieski,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1666,1696,1626,1696,,,1696,FALSE,FALSE,,,,,,,
John d. 99. 92 F,John,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,7,99,7,99,,,99,FALSE,FALSE,92,,,,,,
John the Baptist d. 32. 37 F,John the Baptist,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,-5,32,-5,32,,,32,FALSE,FALSE,37,,,,,,
John 19th d. 1277 Po,John 19th,TRUE,TRUE,FALSE,Divines and Metaphysicians,Po,Pope,,,1247,1277,1207,1277,,,1277,FALSE,FALSE,,,,,,,
John 22d d. 1334 Po,John 22d,TRUE,TRUE,FALSE,Divines and Metaphysicians,Po,Pope,,,1304,1334,1264,1334,,,1334,FALSE,FALSE,,,,,,,
John of Brompton fl. 1340 H,John of Brompton,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1320,1350,1290,1370,,,,,,,1340,FALSE,FALSE,FALSE,FALSE,
John de Joinville fl. 1258 H,John de Joinville,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1238,1268,1208,1288,,,,,,,1258,FALSE,FALSE,FALSE,FALSE,
John of Salisbury d. 1181 Cr,John of Salisbury,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1151,1181,1111,1181,,,1181,FALSE,FALSE,,,,,,,
John Sprot fl. 1350 J,John Sprot,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,1330,1360,1300,1380,,,,,,,1350,FALSE,FALSE,FALSE,FALSE,
Johnson Ben d. 1638. 64 P,Johnson Ben,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1574,1638,1574,1638,,,1638,FALSE,FALSE,64,,,,,,
Ion Chius fl. 419 BC P,Ion Chius,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-438,-408,-468,-388,,,,,,,-418,FALSE,FALSE,FALSE,FALSE,
Jonah fl. 800 BC J,Jonah,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,-819,-789,-849,-769,,,,,,,-799,FALSE,FALSE,FALSE,FALSE,
Jonathan Macchabæus d. 144 BC,Jonathan Macchabæus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-173,-143,-213,-143,,,-143,FALSE,FALSE,,,,,,,
Jonathan Ben Uzziel fl. 30 J,Jonathan Ben Uzziel,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,10,40,-20,60,,,,,,,30,FALSE,FALSE,FALSE,FALSE,
Jones Inigo d. 1651 Ar,Jones Inigo,TRUE,TRUE,FALSE,Poets and Artists,Ar,Architect,,,1621,1651,1581,1651,,,1651,FALSE,FALSE,,,,,,,
Joram d. 884 BC,Joram,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-913,-883,-953,-883,,,-883,FALSE,FALSE,,,,,,,
Jornandes d. 552 H,Jornandes,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,522,552,482,552,,,552,FALSE,FALSE,,,,,,,
Josephus d. 93. 56 H,Josephus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,37,93,37,93,,,93,FALSE,FALSE,56,,,,,,
Josiah d. 609 BC,Josiah,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-638,-608,-678,-608,,,-608,FALSE,FALSE,,,,,,,
Jotham d. 741 BC,Jotham,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-770,-740,-810,-740,,,-740,FALSE,FALSE,,,,,,,
Jovian d. 364. 33,Jovian,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,331,364,331,364,,,364,FALSE,FALSE,33,,,,,,
Jovius Paulus d. 1552. 70 H,Jovius Paulus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1482,1552,1482,1552,,,1552,FALSE,FALSE,70,,,,,,
Iphicrates fl. 386 BC,Iphicrates,FALSE,TRUE,TRUE,Statesmen and Warriors,,Politician/Military Person,,,-405,-375,-435,-355,,,,,,,-385,FALSE,FALSE,FALSE,FALSE,
Iphitus fl. 776 BC,Iphitus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-795,-765,-825,-745,,,,,,,-775,FALSE,FALSE,FALSE,FALSE,
Irenaeus d. 202 F,Irenaeus,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,172,202,132,202,,,202,FALSE,FALSE,,,,,,,
Irene d. af. 802,Irene,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,782,802,742,812,,,802,FALSE,TRUE,,,,,,,
Isaiah d. 695 BC J,Isaiah,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,-724,-694,-764,-694,,,-694,FALSE,FALSE,,,,,,,
Iscanus fl. 1190 P,Iscanus,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1170,1200,1140,1220,,,,,,,1190,FALSE,FALSE,FALSE,FALSE,
Isdegerdes d. 632,Isdegerdes,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,602,632,562,632,,,632,FALSE,FALSE,,,,,,,
Isbosheth d. 1048 BC,Isbosheth,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1077,-1047,-1117,-1047,,,-1047,FALSE,FALSE,,,,,,,
Isidorus Characenus fl. af. 35 Geo,Isidorus Characenus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",Geo,Geographer,,,15,45,-15,65,,,,,,,35,FALSE,FALSE,TRUE,FALSE,
Isidorus Hispalensis d. 636 H,Isidorus Hispalensis,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,606,636,566,636,,,636,FALSE,FALSE,,,,,,,
Isidorus Pelusiota d. af. 431 F,Isidorus Pelusiota,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,411,431,371,441,,,431,FALSE,TRUE,,,,,,,
Ismael Sophi d. 1523. 28,Ismael Sophi,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1495,1523,1495,1523,,,1523,FALSE,FALSE,28,,,,,,
Isœus d. ab. 360 BC Or,Isœus,TRUE,TRUE,FALSE,Orators and Critics,Or,Orator,,,-389,-359,-429,-359,,,-359,TRUE,FALSE,,,,,,,
Ifocrates d. 338 BC 99 Or,Ifocrates,TRUE,TRUE,FALSE,Orators and Critics,Or,Orator,,,-436,-337,-436,-337,,,-337,FALSE,FALSE,99,,,,,,
Juan Don d. 1578. 74,Juan Don,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1504,1578,1504,1578,,,1578,FALSE,FALSE,74,,,,,,
"Judah, Rabbi, fl. 763 J","Judah, Rabbi,",TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,743,773,713,793,,,,,,,763,FALSE,FALSE,FALSE,FALSE,
"Judah, Hakkadosh fl. 160 J","Judah, Hakkadosh",TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,140,170,110,190,,,,,,,160,FALSE,FALSE,FALSE,FALSE,
Judas Maccabæus d. ab. 161 BC,Judas Maccabæus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-190,-160,-230,-160,,,-160,TRUE,FALSE,,,,,,,
Jugurtha d. 106 BC,Jugurtha,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-135,-105,-175,-105,,,-105,FALSE,FALSE,,,,,,,
Julia d. 14,Julia,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-16,14,-56,14,,,14,FALSE,FALSE,,,,,,,
Julia Mammaea d. 222,Julia Mammaea,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,192,222,152,222,,,222,FALSE,FALSE,,,,,,,
Julian d. 363. 31,Julian,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,332,363,332,363,,,363,FALSE,FALSE,31,,,,,,
Julian Count d. 714,Julian Count,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,684,714,644,714,,,714,FALSE,FALSE,,,,,,,
Julio Romano d. 1546. 54 Pa,Julio Romano,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1492,1546,1492,1546,,,1546,FALSE,FALSE,54,,,,,,
Julius 2d d. 1513 Po,Julius 2d,TRUE,TRUE,FALSE,Divines and Metaphysicians,Po,Pope,,,1483,1513,1443,1513,,,1513,FALSE,FALSE,,,,,,,
Julius Pollux fl. 186 Cr,Julius Pollux,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,166,196,136,216,,,,,,,186,FALSE,FALSE,FALSE,FALSE,
Justin fl. 148 H,Justin,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,128,158,98,178,,,,,,,148,FALSE,FALSE,FALSE,FALSE,
Justin Martyr d. 163 F,Justin Martyr,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,133,163,93,163,,,163,FALSE,FALSE,,,,,,,
Justinian d. 565. 83,Justinian,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,482,565,482,565,,,565,FALSE,FALSE,83,,,,,,
Juvenal d. 128 P,Juvenal,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,98,128,58,128,,,128,FALSE,FALSE,,,,,,,
Juvencus fl. 330 P,Juvencus,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,310,340,280,360,,,,,,,330,FALSE,FALSE,FALSE,FALSE,
Juventius Celsus b. ab. 67 L,Juventius Celsus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,67,97,67,127,67,TRUE,,,,,,,,,,
Kaled d. 643,Kaled,FALSE,TRUE,TRUE,Statesmen and Warriors,,Politician/Military Person,,,613,643,573,643,,,643,FALSE,FALSE,,,,,,,
"Keil, John, d. 1721. 49 M","Keil, John,",TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1672,1721,1672,1721,,,1721,FALSE,FALSE,49,,,,,,
"Kempis, Thomas, A d. 1471. 91 D","Kempis, Thomas, A",TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1380,1471,1380,1471,,,1471,FALSE,FALSE,91,,,,,,
Kepler d. 1630. 58 M,Kepler,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1572,1630,1572,1630,,,1630,FALSE,FALSE,58,,,,,,
Kercher d. 1680. 79 Cr,Kercher,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1601,1680,1601,1680,,,1680,FALSE,FALSE,79,,,,,,
Khondamir fl. 1508 H,Khondamir,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1488,1518,1458,1538,,,,,,,1508,FALSE,FALSE,FALSE,FALSE,
Kimchi fl. 1200 J,Kimchi,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,1180,1210,1150,1230,,,,,,,1200,FALSE,FALSE,FALSE,FALSE,
"King, Sir Peter, d. 1729. 79 Mor","King, Sir Peter,",TRUE,TRUE,FALSE,Divines and Metaphysicians,Mor,Moralist,,,1650,1729,1650,1729,,,1729,FALSE,FALSE,79,,,,,,
Kneller d. 1723. 77 Pa,Kneller,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1646,1723,1646,1723,,,1723,FALSE,FALSE,77,,,,,,
"Knighton, Henry, fl. 1395 H","Knighton, Henry,",TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1375,1405,1345,1425,,,,,,,1395,FALSE,FALSE,FALSE,FALSE,
"Knox, John, d. 1572. 67 D","Knox, John,",TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1505,1572,1505,1572,,,1572,FALSE,FALSE,67,,,,,,
Kossa d. 805 Cr,Kossa,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,775,805,735,805,,,805,FALSE,FALSE,,,,,,,
Kuster d. 1716. 46 Cr.,Kuster,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1670,1716,1670,1716,,,1716,FALSE,FALSE,46,,,,,,
Labeo M. Antisthius fl. 10 BC L,Labeo M. Antisthius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,-29,1,-59,21,,,,,,,-9,FALSE,FALSE,FALSE,FALSE,
Laberius fl. 60 BC P,Laberius,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-79,-49,-109,-29,,,,,,,-59,FALSE,FALSE,FALSE,FALSE,
Lactantius fl. 311 F,Lactantius,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,291,321,261,341,,,,,,,311,FALSE,FALSE,FALSE,FALSE,
Lacydes d. af. 214 H P. Ac,Lacydes,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ac,Academic,194,214,154,224,,,214,FALSE,TRUE,,,,,,,
Ladislaus of Naples d. 1414. 38,Ladislaus of Naples,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1376,1414,1376,1414,,,1414,FALSE,FALSE,38,,,,,,
Laelius d. af. 129 BC,Laelius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-148,-128,-188,-118,,,-128,FALSE,TRUE,,,,,,,
Laelius fl. 196 BC Cr,Laelius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,-215,-185,-245,-165,,,,,,,-195,FALSE,FALSE,FALSE,FALSE,
Lambert Schaffnaburgensis fl. 1077 H,Lambert Schaffnaburgensis,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1057,1087,1027,1107,,,,,,,1077,FALSE,FALSE,FALSE,FALSE,
Lambinus d. 1572. 56 Cr,Lambinus,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1516,1572,1516,1572,,,1572,FALSE,FALSE,56,,,,,,
Lampridius fl. 307 H,Lampridius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,287,317,257,337,,,,,,,307,FALSE,FALSE,FALSE,FALSE,
Laomedon d. 937 BC,Laomedon,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-966,-936,-1006,-936,,,-936,FALSE,FALSE,,,,,,,
Lanfranc d. 1088 D,Lanfranc,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1058,1088,1018,1088,,,1088,FALSE,FALSE,,,,,,,
Lanfranc fl. ab. 1260 Ph,Lanfranc,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,,,1210,1290,,,,,,,1260,TRUE,FALSE,FALSE,FALSE,
Lanfranco d. 1647. 65 Pa,Lanfranco,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1582,1647,1582,1647,,,1647,FALSE,FALSE,65,,,,,,
Langton d. 1228 D,Langton,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1198,1228,1158,1228,,,1228,FALSE,FALSE,,,,,,,
"Lascaris, John, d. 1513. 90 Cr","Lascaris, John,",TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1423,1513,1423,1513,,,1513,FALSE,FALSE,90,,,,,,
Latimer d. 1555. 85 D,Latimer,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1470,1555,1470,1555,,,1555,FALSE,FALSE,85,,,,,,
Latro Portius fl. 60 Cr,Latro Portius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,40,70,10,90,,,,,,,60,FALSE,FALSE,FALSE,FALSE,
Laud d. 1644. 71 D,Laud,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1573,1644,1573,1644,,,1644,FALSE,FALSE,71,,,,,,
Lautrec d. 1528,Lautrec,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1498,1528,1458,1528,,,1528,FALSE,FALSE,,,,,,,
Le Brun d. 1690. 71 Pa,Le Brun,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1619,1690,1619,1690,,,1690,FALSE,FALSE,71,,,,,,
Le Clerc d. 1736. 79 D,Le Clerc,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1657,1736,1657,1736,,,1736,FALSE,FALSE,79,,,,,,
Leibnitz d. 1716. 70 M,Leibnitz,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1646,1716,1646,1716,,,1716,FALSE,FALSE,70,,,,,,
"Leicester E. of, d. 1588","Leicester E. of,",TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1558,1588,1518,1588,,,1588,FALSE,FALSE,,,,,,,
"Leland, John, d. 1552 Ant","Leland, John,",TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",Ant,Antiquary,,,1522,1552,1482,1552,,,1552,FALSE,FALSE,,,,,,,
Lelex fl. 1125 BC,Lelex,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1144,-1114,-1174,-1094,,,,,,,-1124,FALSE,FALSE,FALSE,FALSE,
Leo Armenius d. 821,Leo Armenius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,791,821,751,821,,,821,FALSE,FALSE,,,,,,,
Leo the Great d. 461 F,Leo the Great,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,431,461,391,461,,,461,FALSE,FALSE,,,,,,,
Leo 10th d. 1521 Po,Leo 10th,TRUE,TRUE,FALSE,Divines and Metaphysicians,Po,Pope,,,1491,1521,1451,1521,,,1521,FALSE,FALSE,,,,,,,
Leo de Modena d. 1654. 79 J,Leo de Modena,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,1575,1654,1575,1654,,,1654,FALSE,FALSE,79,,,,,,
Leofric d. 1057,Leofric,FALSE,TRUE,TRUE,Statesmen and Warriors,,Politician/Military Person,,,1027,1057,987,1057,,,1057,FALSE,FALSE,,,,,,,
Leonicenus N. d. 1524. 96 Ph,Leonicenus N.,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1428,1524,1428,1524,,,1524,FALSE,FALSE,96,,,,,,
Leonidas d. 480 BC,Leonidas,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-509,-479,-549,-479,,,-479,FALSE,FALSE,,,,,,,
Leontius d. 488,Leontius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,458,488,418,488,,,488,FALSE,FALSE,,,,,,,
Leontius Byzantinus fl. 610 D,Leontius Byzantinus,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,590,620,560,640,,,,,,,610,FALSE,FALSE,FALSE,FALSE,
Leontius Pilatus. fl. 1343 Cr,Leontius Pilatus.,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1323,1353,1293,1373,,,,,,,1343,FALSE,FALSE,FALSE,FALSE,
Lepidus d. 13 BC,Lepidus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-42,-12,-82,-12,,,-12,FALSE,FALSE,,,,,,,
Lesbonax fl. ab. 0 Cr,Lesbonax,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,,,-50,30,,,,,,,0,TRUE,FALSE,FALSE,FALSE,
Leucippus fl. ab. 440 H P. Eleack,Leucippus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Eleack,Eleack,,,390,470,,,,,,,440,TRUE,FALSE,FALSE,FALSE,
Levi Ben Gershom fl. 1290 J,Levi Ben Gershom,TRUE,TRUE,FALSE,Divines and Metaphysicians,J,Jewish Religious Person,,,1270,1300,1240,1320,,,,,,,1290,FALSE,FALSE,FALSE,FALSE,
Lewis the 7th of France d. 1180. 59,Lewis the 7th of France,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1121,1180,1121,1180,,,1180,FALSE,FALSE,59,,,,,,
Lewis the 9th d. 1270. 55,Lewis the 9th,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1215,1270,1215,1270,,,1270,FALSE,FALSE,55,,,,,,
